AveMonthSpend,Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
56,28,Graduate Degree,Professional,F,M,1,0,0,5,92311
87,28,Graduate Degree,Professional,M,M,1,0,0,5,128572
70,19,High School,Skilled Manual,M,S,0,2,0,0,62351
70,19,High School,Skilled Manual,M,S,0,2,0,0,62351
93,28,Graduate Degree,Professional,F,M,1,2,5,5,78049
101,28,Graduate Degree,Professional,F,M,1,3,5,5,101516
163,28,Graduate Degree,Professional,M,M,1,3,5,5,115025
44,32,Bachelors ,Professional,F,S,1,1,0,0,49124
76,32,Bachelors ,Skilled Manual,F,M,1,2,3,3,48317
118,32,Bachelors ,Skilled Manual,M,M,0,2,3,3,67410
56,32,Graduate Degree,Professional,F,S,1,0,0,0,100049
87,32,Graduate Degree,Professional,M,M,0,0,0,0,106107
57,32,Graduate Degree,Professional,F,M,1,1,0,0,97078
81,32,Graduate Degree,Professional,M,S,1,1,0,0,110833
54,32,Graduate Degree,Professional,F,M,0,1,0,0,103924
53,29,Graduate Degree,Clerical,F,S,1,0,0,0,53975
55,29,Graduate Degree,Clerical,F,M,1,0,0,0,64469
70,29,Graduate Degree,Clerical,M,S,1,0,0,0,81586
31,72,Partial College,Manual,F,S,0,2,0,4,16424
142,40,Partial College,Professional,M,S,0,2,4,4,163953
86,41,High School,Professional,F,S,0,4,4,4,127150
158,41,Partial High School,Professional,M,M,0,4,4,4,165461
99,42,High School,Professional,M,M,1,2,1,2,123673
67,42,High School,Professional,F,S,0,1,2,3,95375
150,42,Partial College,Professional,M,M,0,3,4,4,169977
53,53,High School,Professional,F,S,1,2,1,5,68346
89,53,High School,Professional,M,M,1,2,1,5,82374
43,53,Bachelors ,Management,F,S,0,2,0,5,114798
85,52,High School,Professional,M,M,1,3,1,5,85063
79,51,Bachelors ,Management,F,M,0,4,3,3,114330
160,51,Bachelors ,Management,M,M,1,1,5,5,158369
94,51,Partial College,Professional,F,M,1,4,4,4,148090
96,51,Bachelors ,Management,F,M,1,3,4,4,146488
105,43,Partial College,Professional,M,S,1,1,2,4,112979
87,43,Partial College,Professional,F,S,1,4,4,4,132436
87,43,Partial College,Professional,F,S,0,4,4,4,118591
101,43,Partial College,Professional,F,M,0,4,4,4,133776
91,43,High School,Professional,F,M,1,4,4,4,121104
156,43,High School,Professional,M,S,0,0,5,5,164705
154,43,Partial High School,Professional,M,S,0,2,5,5,162020
74,44,Partial College,Professional,F,M,1,2,2,4,122577
136,44,Bachelors ,Management,M,S,0,4,4,4,138501
100,45,Partial College,Professional,M,M,1,2,1,4,120173
95,45,Bachelors ,Management,F,S,0,2,5,5,129184
103,46,High School,Professional,M,M,1,3,1,4,120018
54,46,High School,Professional,F,S,1,3,1,4,92444
104,46,Bachelors ,Management,F,M,1,3,5,5,156138
61,47,High School,Management,F,S,0,3,1,4,120809
96,47,Partial College,Management,F,S,0,2,5,5,140146
96,48,High School,Management,M,S,1,3,1,4,123149
146,48,High School,Management,M,S,0,4,5,5,152616
59,49,High School,Management,F,M,1,4,1,5,102471
62,49,High School,Management,F,M,1,3,1,4,102853
58,49,Partial High School,Skilled Manual,F,M,1,4,1,4,102819
106,49,High School,Management,F,M,1,3,5,5,132309
106,49,High School,Management,F,M,1,4,5,5,137113
53,50,Partial High School,Skilled Manual,F,M,0,2,0,5,91661
88,50,Partial High School,Professional,F,S,0,1,5,5,97984
56,22,Bachelors ,Professional,F,M,1,3,0,0,91831
69,22,Bachelors ,Professional,M,S,1,3,0,0,102669
76,22,Bachelors ,Professional,M,S,0,2,0,0,109878
77,22,Bachelors ,Professional,M,S,0,2,0,0,109426
47,21,Bachelors ,Professional,F,S,1,2,0,0,95494
50,21,Bachelors ,Professional,F,S,1,2,0,0,84778
72,22,Bachelors ,Professional,M,S,0,3,0,0,105390
79,23,Bachelors ,Professional,M,S,0,4,0,0,99684
75,23,Bachelors ,Professional,M,S,0,3,0,0,94152
79,23,Bachelors ,Professional,M,M,0,4,0,0,109597
54,22,Bachelors ,Professional,F,S,1,3,0,0,106176
86,23,Bachelors ,Professional,M,M,1,3,0,0,142307
83,24,Bachelors ,Professional,M,S,0,3,0,0,138671
45,23,Bachelors ,Professional,F,S,1,3,0,0,105076
150,23,Partial College,Management,M,S,0,3,5,5,156616
54,24,Bachelors ,Professional,F,S,1,3,0,0,111063
48,24,Bachelors ,Professional,F,S,0,3,0,0,110176
56,24,Bachelors ,Professional,F,M,1,3,0,0,101740
49,25,Bachelors ,Professional,F,S,0,3,0,0,120478
101,24,High School,Management,F,M,1,2,5,5,93471
79,25,Bachelors ,Professional,M,S,1,3,0,0,117126
149,25,High School,Management,M,M,1,3,5,5,105627
96,25,High School,Management,F,S,0,3,5,5,130004
53,26,Bachelors ,Professional,F,M,0,4,0,0,96837
61,26,Bachelors ,Professional,F,M,0,4,0,0,102139
146,26,High School,Management,M,S,1,3,5,5,127217
48,27,Bachelors ,Professional,F,S,0,4,0,0,106048
80,27,Bachelors ,Professional,M,S,0,4,0,0,122961
82,27,Bachelors ,Professional,M,S,0,4,0,0,122838
156,27,Partial High School,Professional,M,M,1,4,5,5,113187
108,27,High School,Management,F,M,1,4,5,5,141040
156,27,Partial High School,Professional,M,S,0,4,5,5,155927
105,27,Partial High School,Professional,F,M,1,4,5,5,128966
107,27,Partial High School,Professional,F,M,0,4,5,5,128960
170,26,High School,Management,M,M,0,4,5,5,154253
62,49,High School,Professional,M,S,0,2,0,4,48100
61,49,High School,Professional,M,S,0,2,0,4,51480
61,49,High School,Professional,M,S,0,2,0,4,53392
65,49,High School,Professional,M,S,1,2,0,4,68494
44,50,High School,Professional,F,M,1,2,0,4,51545
37,60,High School,Professional,F,S,1,2,0,4,40974
61,60,High School,Professional,M,M,1,2,0,4,59107
45,60,Graduate Degree,Management,F,S,0,2,0,3,72424
45,60,Graduate Degree,Management,F,S,0,2,0,3,71392
69,59,Graduate Degree,Management,M,S,1,2,0,3,116783
77,59,Graduate Degree,Management,M,M,1,2,0,3,126423
46,58,Graduate Degree,Management,F,S,1,2,0,3,86906
45,58,Graduate Degree,Management,F,M,1,2,0,3,97998
47,58,Graduate Degree,Management,F,S,1,2,0,3,105720
78,57,Bachelors ,Management,M,M,1,2,0,3,109051
75,57,Bachelors ,Management,M,M,0,2,0,3,99474
80,57,Bachelors ,Management,M,M,1,2,0,3,92143
47,57,Bachelors ,Management,F,M,1,2,0,3,77592
77,57,Bachelors ,Management,M,M,1,2,0,3,110640
62,56,High School,Professional,M,S,0,2,0,4,65442
62,56,Bachelors ,Management,M,S,1,2,0,3,60960
43,56,Bachelors ,Management,F,S,1,2,0,4,56848
75,54,Bachelors ,Management,M,M,1,2,0,4,99025
45,54,Bachelors ,Management,F,S,0,2,0,4,93743
70,53,Partial High School,Clerical,M,M,0,2,0,5,52016
70,53,Partial High School,Clerical,M,M,0,2,0,5,61957
66,52,Partial High School,Skilled Manual,M,S,1,3,0,5,54299
43,52,Partial High School,Skilled Manual,F,M,1,4,0,5,45768
41,52,Partial High School,Skilled Manual,F,M,1,4,0,5,48754
45,51,High School,Professional,F,S,0,3,0,5,59965
50,51,Bachelors ,Management,F,S,1,3,0,5,71930
45,51,Bachelors ,Management,F,S,0,3,0,5,87030
52,50,High School,Professional,F,M,1,1,1,2,57844
89,50,High School,Professional,M,M,1,1,1,2,63131
58,50,High School,Professional,F,M,1,2,1,2,55805
58,50,High School,Professional,F,M,0,2,1,2,55471
75,50,High School,Professional,M,M,0,2,1,2,57181
51,50,Bachelors ,Management,F,S,0,1,1,2,80751
47,49,High School,Professional,F,S,1,2,1,2,50466
92,49,Partial College,Professional,M,M,1,1,1,2,98210
56,49,Partial College,Professional,F,M,1,1,1,2,73199
87,49,Partial College,Professional,M,M,1,1,1,2,92403
65,49,Partial College,Professional,F,M,1,2,1,2,99808
80,49,Bachelors ,Management,M,S,0,0,1,2,96734
62,49,Bachelors ,Management,F,M,1,0,1,2,89790
98,49,Bachelors ,Management,M,M,1,0,1,2,109059
50,48,Partial College,Professional,F,S,1,2,1,2,91668
57,48,Partial College,Professional,F,M,1,2,1,2,68629
61,48,Partial College,Professional,F,M,1,2,1,2,89579
61,48,Partial College,Professional,F,M,1,2,1,2,80162
62,48,Partial College,Professional,F,M,1,2,1,2,90529
62,48,Partial College,Professional,F,M,1,1,1,2,95074
85,47,Partial College,Professional,M,M,1,2,1,2,100518
97,47,Partial College,Professional,M,M,1,1,1,2,96180
102,47,Partial College,Professional,M,M,1,1,2,4,79310
65,47,Bachelors ,Management,F,M,1,1,1,3,110038
97,46,Partial College,Professional,M,M,1,2,1,2,107449
70,46,Partial College,Professional,F,M,1,2,2,4,75170
59,45,High School,Professional,F,M,1,2,1,2,66937
97,45,High School,Professional,M,M,1,2,1,2,85430
86,45,Partial High School,Skilled Manual,M,S,1,2,1,2,88486
55,45,Partial High School,Skilled Manual,F,M,1,2,1,2,60679
93,45,Partial High School,Skilled Manual,M,M,1,2,1,2,87997
56,44,High School,Professional,F,M,1,2,1,3,67025
58,44,High School,Professional,F,S,1,2,1,3,85672
96,44,Partial High School,Skilled Manual,M,M,1,3,1,3,80001
84,44,Partial High School,Skilled Manual,M,S,1,3,1,3,83022
57,29,Graduate Degree,Management,F,S,1,3,0,1,160568
82,29,Graduate Degree,Management,M,S,0,0,0,1,181158
44,18,High School,Skilled Manual,F,S,0,2,0,0,45615
59,53,High School,Skilled Manual,M,M,1,2,0,4,21268
66,19,High School,Skilled Manual,M,M,1,2,0,0,51050
66,19,Partial College,Skilled Manual,M,S,0,1,0,0,59946
69,19,Partial College,Skilled Manual,M,S,0,1,0,0,57974
43,19,Partial College,Skilled Manual,F,S,1,1,0,0,51031
43,19,Partial College,Skilled Manual,F,S,0,1,0,0,44367
47,19,Partial College,Skilled Manual,F,S,0,2,0,0,88107
47,52,Partial High School,Clerical,F,M,0,2,1,2,23324
41,51,Partial College,Clerical,F,S,0,2,0,2,45045
50,50,Partial College,Clerical,F,M,0,2,0,2,48550
72,49,Partial High School,Clerical,M,M,1,2,1,2,20005
66,49,Partial High School,Clerical,M,S,1,2,1,2,20068
71,19,Partial College,Skilled Manual,M,S,0,2,0,0,90885
71,20,Bachelors ,Professional,M,S,0,2,0,0,72979
77,20,Partial College,Skilled Manual,M,S,1,2,0,0,96521
43,47,Partial High School,Clerical,F,M,1,3,1,2,16596
73,47,Partial High School,Clerical,M,S,1,2,1,2,17221
76,47,Partial High School,Clerical,M,M,1,2,1,2,22453
50,46,Partial High School,Clerical,F,M,1,2,1,2,14836
46,17,Bachelors ,Professional,F,S,1,2,0,0,69559
63,17,Bachelors ,Professional,M,S,0,2,0,0,65646
67,18,Partial College,Skilled Manual,M,S,0,2,0,0,91674
74,45,Partial High School,Clerical,M,M,1,3,1,2,22897
44,44,Partial College,Skilled Manual,F,M,0,2,0,2,44921
51,44,Partial College,Skilled Manual,F,M,1,2,0,2,48602
65,44,Partial College,Skilled Manual,M,S,1,2,0,2,46223
50,44,Partial College,Skilled Manual,F,S,1,2,0,2,59816
35,43,Partial High School,Clerical,F,S,0,2,0,3,32436
43,43,Partial High School,Clerical,F,S,0,2,0,3,46166
50,42,Partial College,Skilled Manual,F,S,0,2,0,2,96259
44,42,Partial College,Skilled Manual,F,S,0,2,0,2,83658
88,42,Partial College,Skilled Manual,M,M,0,2,0,2,109381
39,22,Partial College,Skilled Manual,F,S,0,2,0,0,54213
45,22,High School,Skilled Manual,F,S,1,2,0,0,40376
68,22,High School,Skilled Manual,M,S,0,2,0,0,49871
63,22,High School,Skilled Manual,M,S,1,2,0,0,45977
47,22,High School,Skilled Manual,F,S,0,2,0,0,45340
69,22,High School,Skilled Manual,M,S,1,2,0,0,56018
47,22,Partial College,Skilled Manual,F,S,0,2,0,0,79926
45,23,High School,Skilled Manual,F,M,1,2,0,0,62943
83,24,Partial College,Skilled Manual,M,M,1,2,0,0,89967
83,24,Partial College,Professional,M,M,1,2,0,0,98820
50,24,Partial College,Professional,F,S,0,2,0,0,84774
55,24,Partial College,Professional,F,M,1,2,0,0,95888
69,24,Partial College,Professional,M,S,1,2,0,0,82362
52,41,High School,Skilled Manual,F,S,1,2,0,2,92580
55,41,High School,Skilled Manual,F,S,0,2,0,2,98010
74,40,High School,Skilled Manual,M,M,1,2,0,2,81794
53,39,Bachelors ,Management,F,S,0,4,0,1,108123
111,39,Bachelors ,Management,M,M,0,1,1,1,132705
103,39,Bachelors ,Management,M,M,1,1,1,1,130638
92,38,Bachelors ,Management,M,S,0,3,1,1,119823
101,38,Bachelors ,Management,M,M,1,3,1,1,120301
71,24,Partial College,Professional,M,S,1,2,0,0,92643
82,24,Bachelors ,Management,M,S,0,1,0,0,136635
38,23,High School,Professional,F,S,0,2,0,0,44412
82,31,Bachelors ,Management,M,S,0,2,0,0,158638
78,40,Partial High School,Skilled Manual,M,M,1,2,0,2,82237
75,40,Partial High School,Skilled Manual,M,S,0,2,0,2,78960
43,33,Bachelors ,Professional,F,S,0,1,0,0,52233
120,33,Bachelors ,Skilled Manual,M,S,0,2,4,4,89620
89,33,Bachelors ,Skilled Manual,F,M,1,3,4,4,79521
89,33,Bachelors ,Skilled Manual,F,M,1,3,4,4,79997
103,33,Bachelors ,Skilled Manual,F,M,1,3,5,5,85123
67,33,Bachelors ,Skilled Manual,F,S,0,2,2,4,86779
70,33,Bachelors ,Skilled Manual,F,M,1,2,2,4,88954
62,34,Bachelors ,Professional,F,M,1,2,2,4,84433
75,34,Graduate Degree,Professional,F,M,0,0,2,3,99884
118,34,Graduate Degree,Professional,M,M,0,0,2,3,119735
100,35,High School,Skilled Manual,M,M,1,2,2,3,53132
48,35,Bachelors ,Professional,F,S,1,1,0,1,81124
45,36,Bachelors ,Professional,F,S,0,2,0,0,45975
108,36,High School,Skilled Manual,M,M,1,2,3,4,47113
109,36,High School,Skilled Manual,M,M,1,3,3,4,50611
80,36,Partial College,Skilled Manual,M,M,0,1,0,1,91408
80,36,Partial College,Skilled Manual,M,M,1,1,0,1,88452
55,36,Partial College,Skilled Manual,F,M,1,1,0,1,73617
87,36,Partial College,Skilled Manual,M,M,0,1,0,1,97884
54,36,Partial College,Skilled Manual,F,M,1,1,0,1,75648
50,37,Bachelors ,Professional,F,S,0,1,0,0,62200
77,37,Bachelors ,Professional,M,M,0,1,0,0,69313
67,37,Bachelors ,Professional,M,S,0,1,0,0,50292
57,37,Partial College,Skilled Manual,F,M,1,1,0,1,80344
47,30,Partial College,Skilled Manual,F,S,0,1,0,0,58245
62,30,Partial College,Skilled Manual,M,S,0,1,0,0,58855
65,30,Partial College,Skilled Manual,M,S,0,1,0,0,52271
44,30,Partial College,Skilled Manual,F,S,0,1,0,0,44969
84,37,Partial College,Skilled Manual,M,M,0,1,0,1,80233
53,37,Partial College,Skilled Manual,F,M,1,1,0,1,74633
52,38,Partial College,Skilled Manual,F,M,1,1,0,1,86669
139,38,Bachelors ,Professional,M,M,1,1,4,5,97212
81,38,Bachelors ,Professional,F,M,1,0,3,4,73117
84,38,Bachelors ,Professional,F,M,1,0,3,4,94703
79,38,Graduate Degree,Professional,M,S,1,0,0,4,128723
79,28,Bachelors ,Professional,M,S,0,0,0,2,125614
111,29,Bachelors ,Professional,M,M,0,1,2,2,97372
150,27,Graduate Degree,Management,M,M,0,1,4,4,150626
93,27,Graduate Degree,Management,F,M,0,1,4,4,117315
86,27,Bachelors ,Professional,M,M,1,0,0,2,111650
112,29,Bachelors ,Professional,M,M,1,1,2,2,105190
95,29,Bachelors ,Professional,M,S,0,1,2,2,92660
157,29,Bachelors ,Professional,M,M,1,3,5,5,117501
95,29,Bachelors ,Professional,F,M,0,3,5,5,81259
156,30,Bachelors ,Professional,M,M,1,3,5,5,98822
55,28,Graduate Degree,Management,F,M,1,1,0,1,139064
90,28,Graduate Degree,Management,M,M,1,1,0,1,185180
96,30,Graduate Degree,Management,F,S,1,2,5,5,116712
150,30,Graduate Degree,Management,M,S,1,3,5,5,133182
168,31,Bachelors ,Professional,M,M,1,3,5,5,131011
56,31,Bachelors ,Professional,F,S,0,0,0,2,125514
131,32,Bachelors ,Professional,M,M,1,1,3,3,109259
113,32,Bachelors ,Professional,M,S,0,1,3,3,99529
159,32,Bachelors ,Professional,M,M,0,4,5,5,107253
157,32,Bachelors ,Professional,M,M,1,4,5,5,103313
99,29,Bachelors ,Professional,F,M,0,4,5,5,87627
46,29,Bachelors ,Professional,F,S,1,1,0,0,88900
166,29,Bachelors ,Professional,M,M,1,4,5,5,128180
147,29,Bachelors ,Professional,M,S,1,4,5,5,124683
144,29,Bachelors ,Professional,M,S,1,4,5,5,124122
103,29,Bachelors ,Professional,F,M,1,4,5,5,104716
160,29,Bachelors ,Professional,M,M,1,4,5,5,125752
131,33,Bachelors ,Professional,M,M,0,2,3,3,95652
74,33,Bachelors ,Professional,F,M,1,2,3,3,78821
56,24,Partial High School,Manual,M,S,1,2,0,0,17258
38,23,Partial College,Clerical,F,S,1,1,0,0,51231
50,23,Partial College,Clerical,F,S,0,1,0,0,64614
66,23,Partial College,Clerical,M,S,1,1,0,0,55479
62,23,Partial College,Clerical,M,S,1,1,0,0,58497
84,44,Partial High School,Skilled Manual,M,M,1,3,1,3,62690
56,40,High School,Professional,F,M,1,2,0,2,67911
82,40,High School,Professional,M,M,0,2,0,2,90667
58,40,High School,Professional,F,M,1,2,0,2,67082
91,40,Bachelors ,Management,M,S,1,1,1,2,124165
45,41,Partial High School,Skilled Manual,F,S,0,2,0,2,101530
47,41,High School,Professional,F,S,1,2,0,2,96546
88,32,Bachelors ,Management,M,S,0,4,1,4,132101
119,32,Bachelors ,Management,M,M,1,3,2,2,165015
71,32,Bachelors ,Management,F,S,1,4,2,3,135847
63,32,Graduate Degree,Management,F,S,0,4,1,1,136915
74,33,Bachelors ,Management,F,S,1,1,3,4,90871
105,33,Partial College,Professional,F,M,1,3,5,5,91109
67,33,Partial College,Professional,F,S,1,0,2,5,103845
66,33,Partial College,Professional,F,S,1,1,2,5,85989
82,33,Bachelors ,Management,F,M,1,3,2,3,121985
97,33,Bachelors ,Management,M,S,0,3,1,1,163481
71,41,Partial College,Professional,F,M,1,0,2,3,85199
85,41,Partial College,Professional,F,M,1,0,3,4,91358
111,41,Partial College,Professional,M,S,1,0,3,4,92453
80,42,Partial High School,Skilled Manual,M,M,1,2,0,2,117419
94,63,Graduate Degree,Management,M,S,0,3,2,2,178143
92,34,Partial College,Professional,M,M,1,1,0,0,124449
85,34,Partial College,Professional,M,M,1,1,0,0,125085
123,34,Bachelors ,Management,M,M,1,4,2,3,168384
88,35,Partial College,Professional,F,M,1,2,4,5,87143
87,35,Partial College,Professional,F,M,1,4,4,5,103500
107,35,Partial College,Professional,M,S,1,3,2,2,121482
107,35,Partial College,Professional,M,S,1,3,2,2,128576
112,35,Bachelors ,Management,M,S,0,4,2,2,158283
137,36,Partial College,Professional,M,M,1,3,4,5,100155
98,36,Partial College,Professional,F,M,1,3,4,5,116653
144,36,Partial College,Professional,M,M,1,3,4,5,114108
74,36,High School,Professional,F,S,1,1,3,4,107390
133,36,High School,Professional,M,M,1,1,3,4,120573
81,36,High School,Professional,F,M,1,2,3,4,93418
132,36,High School,Professional,M,M,1,2,3,4,118584
127,36,Partial College,Professional,M,S,1,4,3,3,169980
81,36,Bachelors ,Management,F,S,0,3,3,3,131249
44,62,Graduate Degree,Management,F,M,1,2,0,2,74028
73,61,Partial College,Professional,M,M,1,2,0,3,71514
47,61,Graduate Degree,Management,F,M,1,2,0,2,86841
102,61,Graduate Degree,Management,M,S,0,4,3,3,168388
74,37,High School,Professional,F,S,1,4,3,4,99448
49,43,Partial High School,Skilled Manual,F,S,0,2,0,3,80317
82,43,High School,Professional,M,M,1,2,0,2,101384
83,43,High School,Professional,M,M,1,2,0,2,94247
81,44,Graduate Degree,Management,M,M,1,2,0,3,117984
76,45,Partial College,Professional,M,M,1,2,0,3,56191
73,46,Partial College,Professional,M,M,1,2,0,3,62338
69,46,Partial College,Professional,M,S,1,2,0,3,58956
50,46,Partial College,Professional,F,S,0,2,0,3,48053
46,47,Partial College,Professional,F,S,0,2,0,4,50312
71,48,High School,Professional,M,S,1,2,0,4,62702
62,48,High School,Professional,M,S,1,2,0,4,61116
43,48,High School,Professional,F,S,1,2,0,4,61290
68,48,High School,Professional,M,S,1,2,0,4,53668
52,48,High School,Professional,F,S,0,2,0,4,54983
86,33,Bachelors ,Professional,F,M,1,2,4,4,91169
89,33,Bachelors ,Professional,F,M,1,3,4,4,88484
157,34,Bachelors ,Professional,M,M,1,1,5,5,95742
47,34,Bachelors ,Professional,F,S,1,1,0,0,75783
80,34,Bachelors ,Professional,M,S,0,1,0,0,104365
50,34,Bachelors ,Professional,F,S,0,1,0,0,72743
47,34,Bachelors ,Professional,F,S,0,1,0,0,83134
75,30,Bachelors ,Professional,F,M,1,0,2,2,98508
95,30,Bachelors ,Professional,F,M,0,0,4,4,120269
57,36,Partial College,Skilled Manual,F,M,1,1,0,1,76461
87,31,Graduate Degree,Management,M,S,0,3,0,0,185666
77,32,Bachelors ,Professional,M,S,0,1,0,0,103535
44,32,Bachelors ,Professional,F,S,1,1,0,0,82978
68,32,Bachelors ,Professional,M,S,1,1,0,0,81911
151,32,Bachelors ,Professional,M,S,1,4,5,5,127459
51,33,Bachelors ,Professional,F,S,1,1,0,0,90640
48,33,Bachelors ,Professional,F,S,0,1,0,0,87990
47,38,Bachelors ,Professional,F,S,0,1,0,1,91149
51,38,Bachelors ,Professional,F,M,1,1,0,5,105701
80,38,Bachelors ,Professional,M,M,1,1,0,4,125057
46,34,Bachelors ,Professional,F,S,1,2,0,0,81694
50,35,Partial College,Skilled Manual,F,M,1,1,0,1,75004
127,35,Bachelors ,Professional,M,S,1,2,4,5,99512
137,35,Partial College,Skilled Manual,M,M,1,2,4,5,85288
133,35,Partial College,Skilled Manual,M,M,1,2,4,5,72801
83,35,Partial College,Skilled Manual,F,M,1,2,4,5,74258
142,36,Partial College,Skilled Manual,M,M,1,3,4,5,97695
88,39,Bachelors ,Professional,M,M,1,1,0,2,131706
52,39,Bachelors ,Management,F,S,0,1,0,2,107605
44,39,Bachelors ,Management,F,S,1,2,0,4,100054
76,40,Partial College,Skilled Manual,M,S,1,1,0,1,93004
60,61,Partial College,Clerical,M,S,0,2,0,2,58561
80,37,Partial College,Skilled Manual,F,M,1,3,4,5,49199
50,40,Partial College,Skilled Manual,F,S,0,1,0,1,66443
73,40,Partial College,Skilled Manual,M,S,0,1,0,1,78838
50,40,Partial College,Skilled Manual,F,S,1,1,0,1,75632
82,41,Partial College,Skilled Manual,M,S,0,1,0,1,99601
70,21,High School,Skilled Manual,M,M,1,2,0,0,48396
47,21,High School,Skilled Manual,F,S,1,2,0,0,50375
70,22,High School,Skilled Manual,M,M,1,2,0,0,43479
68,22,High School,Skilled Manual,M,M,1,2,0,0,52132
69,17,High School,Skilled Manual,M,M,1,2,0,0,44218
68,17,High School,Skilled Manual,M,M,1,2,0,0,53719
65,18,High School,Skilled Manual,M,M,0,2,0,0,42620
67,19,High School,Skilled Manual,M,S,1,2,0,0,51513
69,19,High School,Skilled Manual,M,M,1,2,0,0,47436
68,59,Bachelors ,Management,M,M,0,2,0,2,83727
36,59,Bachelors ,Management,F,S,1,2,0,2,54392
62,20,High School,Skilled Manual,M,S,1,2,0,0,64387
47,18,Partial High School,Clerical,F,S,0,2,0,0,44347
44,58,Partial College,Clerical,F,S,0,2,0,2,62422
72,58,Bachelors ,Management,M,M,1,2,0,2,62861
76,58,Graduate Degree,Management,M,M,0,1,0,2,114981
45,54,Bachelors ,Management,F,M,0,2,0,2,61514
72,54,Graduate Degree,Management,M,S,0,1,0,2,117767
73,54,Graduate Degree,Management,M,M,0,1,0,2,111923
41,21,High School,Skilled Manual,F,S,0,2,0,0,45635
40,21,High School,Skilled Manual,F,S,0,2,0,0,30569
48,21,Partial College,Skilled Manual,F,M,1,1,0,0,49811
48,21,Partial College,Skilled Manual,F,S,0,1,0,0,45516
46,21,Partial College,Skilled Manual,F,S,0,1,0,0,50549
44,23,Partial College,Skilled Manual,F,S,0,1,0,0,54188
52,25,Partial College,Skilled Manual,F,S,1,2,0,0,77393
72,25,Partial College,Skilled Manual,M,S,1,2,0,0,97811
79,25,Bachelors ,Management,M,S,0,1,0,0,129065
47,29,Bachelors ,Management,F,S,0,1,0,0,109009
138,29,Bachelors ,Management,M,S,1,1,4,4,133212
96,29,Bachelors ,Management,F,M,1,1,4,4,113016
94,30,Bachelors ,Management,M,S,1,3,1,1,174869
134,34,Bachelors ,Management,M,M,1,0,3,4,112232
93,26,Partial High School,Management,F,S,1,4,5,5,138920
167,28,Partial High School,Management,M,M,1,4,5,5,145163
83,40,Partial College,Professional,F,M,1,4,3,3,96276
59,17,Partial High School,Manual,M,M,1,2,0,0,17638
63,17,Partial High School,Manual,M,M,1,2,0,0,13892
62,17,Partial High School,Manual,M,M,1,2,0,0,28039
55,17,Partial High School,Manual,M,S,1,2,0,0,24855
70,24,High School,Manual,M,S,1,1,0,0,38785
63,25,Partial High School,Manual,M,S,1,2,0,0,18219
89,24,Bachelors ,Skilled Manual,M,M,1,1,1,1,64842
86,24,Bachelors ,Skilled Manual,M,M,1,1,1,1,59307
52,24,Bachelors ,Skilled Manual,F,M,1,1,1,1,60347
46,25,High School,Manual,F,S,1,1,0,0,50617
57,25,Bachelors ,Skilled Manual,F,M,1,1,1,1,50859
101,25,Partial College,Clerical,M,M,1,0,2,2,57319
66,26,Partial High School,Manual,M,S,0,2,0,0,24035
62,26,Partial High School,Manual,M,S,0,2,0,0,23503
57,26,Partial High School,Manual,M,S,0,2,0,0,14899
58,26,Partial High School,Manual,M,S,0,2,0,0,14598
52,26,Partial High School,Manual,M,S,1,2,0,0,17945
61,26,High School,Manual,M,S,0,1,0,0,43009
95,27,Partial College,Clerical,M,S,1,0,2,2,60166
56,26,Partial College,Clerical,F,S,0,1,2,2,46892
101,26,Partial College,Clerical,M,M,1,1,2,2,58051
58,26,Partial College,Clerical,F,S,1,2,2,2,44583
41,79,Partial High School,Manual,M,S,0,2,0,4,27089
106,22,Partial College,Clerical,M,M,1,0,3,3,38828
69,23,Partial College,Clerical,F,M,1,2,3,3,38785
68,23,Partial College,Clerical,F,S,0,2,3,3,54947
39,68,Graduate Degree,Skilled Manual,F,M,1,1,0,1,75840
81,31,Graduate Degree,Skilled Manual,M,M,0,0,0,0,134142
87,31,Graduate Degree,Skilled Manual,M,M,0,0,0,0,126958
88,31,Graduate Degree,Skilled Manual,M,S,0,0,0,0,125017
85,31,Graduate Degree,Skilled Manual,M,M,1,0,0,0,123248
55,43,Partial High School,Manual,M,S,0,2,0,2,16155
64,43,Partial High School,Clerical,M,S,1,2,0,3,37516
38,43,Partial High School,Clerical,F,S,0,2,0,3,23570
57,43,Partial High School,Clerical,M,S,1,2,0,3,31333
77,43,Partial College,Clerical,M,M,1,1,0,1,67290
62,42,Partial High School,Clerical,M,S,0,2,0,3,32900
41,42,Partial High School,Clerical,F,S,0,2,0,3,19534
58,42,Partial High School,Clerical,M,S,0,2,0,3,24941
40,42,Partial High School,Clerical,F,S,1,2,0,3,24432
68,42,High School,Clerical,M,M,1,1,0,1,47902
43,41,Partial High School,Clerical,F,S,1,2,0,3,21540
37,41,Partial High School,Clerical,F,S,0,2,0,3,20234
42,41,High School,Skilled Manual,F,S,0,2,0,2,45840
70,41,High School,Skilled Manual,M,M,1,2,0,2,48108
78,40,Partial High School,Clerical,M,M,1,2,1,2,31541
54,40,Partial High School,Clerical,F,M,1,2,1,2,16361
77,40,Partial High School,Clerical,M,M,0,2,1,2,19778
50,40,Partial High School,Clerical,F,S,1,2,1,2,23718
